index,INVC_CONT
33160,5.408681161941262
33161,4.230646540471256
33162,4.471049897141038
33163,4.347059999890386
33164,4.2787902702093925
33165,4.3735955287538895
33166,4.630905837644249
33167,4.253432395806253
33168,4.335258252678113
33169,4.2332679236158075
33170,4.2332679236158075
33171,4.267894189125718
33172,4.243046724688015
33173,4.53989083449388
33174,5.411536370782452
33175,4.327463136926583
33176,6.65991029094513
33177,5.214206431024653
33178,5.624840833887758
33179,4.435732960730466
33180,4.97916790417542
33181,5.531973273312069
33182,4.402358593650885
33183,5.4709654410957125
33184,4.762523294419954
33185,4.215671914585542
33186,4.435732960730466
33187,4.402358593650885
33188,4.242321813653118
33189,7.225555741628718
33190,6.664176181296191
33191,6.716029418464801
33192,6.547125134416998
33193,6.582083951632195
33194,6.623175306706507
33195,6.680141278610142
33196,6.708957524499916
33197,6.913887072469186
33198,6.620673300588235
33199,6.680141278610142
33200,7.2263394625945425
33201,7.219864824853618
33202,6.639312861496421
33203,7.042381210130225
33204,7.316953345605783
33205,6.672836189993921
33206,6.583745594990131
33207,7.2263394625945425
33208,6.639312861496421
33209,7.267329119439481
33210,6.602911091732803
33211,6.597591403180657
33212,7.0943237608548415
33213,7.219864824853618
33214,7.219864824853618
33215,6.417786780257422
33216,6.61016028695211
33217,6.590446414909369
33218,6.697519746816462
33219,6.566647624231466
33220,6.620673300588235
33221,7.226295666614179
33222,6.639312861496421
33223,7.031747964535066
33224,6.417786780257422
33225,6.606265310571727
33226,6.875243213503525
33227,7.053871173858977
33228,7.47568405065087
33229,7.031267389513745
33230,6.607785060545044
33231,7.031747964535066
33232,6.592859248256354
33233,6.561608846129988
33234,6.620673300588235
33235,7.047584642318296
33236,6.842463353339985
33237,6.5674543619446455
33238,6.711293305259577
33239,7.2263394625945425
33240,6.619513105201549
33241,6.552681656549737
33242,6.9699207109742085
33243,7.031747964535066
33244,6.577507697099796
33245,6.798134224822583
33246,6.448425700478052
33247,7.225555741628718
33248,7.053871173858977
33249,6.672062147421931
33250,6.642932636854805
33251,6.8961969129711616
33252,7.031267389513745
33253,6.454375537485702
33254,6.884830744637043
33255,6.600307602750411
33256,6.600307602750411
33257,6.704742728956654
33258,6.572995081115511
